rank,title,author,view,like,like_rate,coin,favorite,share,reply,danmaku,duration,url,bvid,desc
99,《原神》织向夜的笼灯｜gamescom 2025,原神,894075,109013,0.1219,43122,18457,33984,12553,20441,370,https://www.bilibili.com/video/BV1Fse3zvEPv,BV1Fse3zvEPv,"巡夜的「执灯士」常告诫人们，切莫孤身在荒野久留。
若不愿与古旧的礁石同归寂静，最简单的方式就是远离黑夜翻动的狂潮。

中文CV：
菲林斯——马正阳
 
日文CV：
菲林斯——中村悠一

《原神》bilibili服下载地址： https://www.biligame.com/detail/?id=103496"
100,【明日方舟】博士！夜班保安不是这么当的！！！,金豹斯,105292,12709,0.1207,854,2613,359,213,394,665,https://www.bilibili.com/video/BV156ePz3Eh2,BV156ePz3Eh2,这期还有有点小恐怖的，不要告诉别人哦～（我买了佩佩皮肤）
101,这只猫妈妈，比狮子猫还难打,本喵叫兔兔,298891,36019,0.1205,3518,1467,252,398,480,233,https://www.bilibili.com/video/BV1cBYszgEiw,BV1cBYszgEiw,-
102,【翻唱】树叶-莫愁乡,迷茫小树叶,143268,17206,0.1201,3916,1367,546,1626,276,134,https://www.bilibili.com/video/BV1mheAztESh,BV1mheAztESh,"莫愁乡
原唱 亚细亚旷世奇才
翻唱 树叶
老样子 翻唱随便喷 我先来 这个UP唱的什么玩意这是"
103,被这逆天的短剧笑死,碧天蓝钻,297061,35434,0.1193,1395,17013,3194,750,496,85,https://www.bilibili.com/video/BV1R3Y4zvELp,BV1R3Y4zvELp,"笑死我了。
BGM：unity
制作：碧天蓝钻"
104,【医学博士】爱出汗是虚吗？｜爱出汗or不出汗，到底哪个更健康？,兔叭咯,83297,9928,0.1192,1669,2132,1252,450,593,397,https://www.bilibili.com/video/BV1wneFzzENM,BV1wneFzzENM,"爱出汗和不爱出汗，到底哪个更健康？
有人说“爱出汗=虚”，有人说“不出汗=毛孔堵”…
今天，我们就把“出汗的秘密”给饱饱们讲清楚！

您可能还喜欢：
【恋爱脑】BV1PXtmzhE4H
【车祸】BV1HRbQzBEGV
【裸睡】BV1WJu1zzEji
【甲亢】BV17bu3zvEEd
【耐久度】BV1yvgDzoEGk"
105,暴雨连连，地面下沉，连猫猫草场的猫窝都快要坍塌了,五月妈院儿里的小流浪,985801,117503,0.1192,40085,15376,765,963,1342,281,https://www.bilibili.com/video/BV1vMYezDEwV,BV1vMYezDEwV,-
106,对大家说的话～嘻嘻爱你们,大远嗷嗷,156772,18621,0.1188,2585,2316,80,409,326,299,https://www.bilibili.com/video/BV1huYazGE4h,BV1huYazGE4h,-
107,这才叫商战！！！【潮妹小剧场#3】,维C永不加班,192137,22798,0.1187,3189,5089,386,346,116,94,https://www.bilibili.com/video/BV1MUeFzJEhN,BV1MUeFzJEhN,"i珂TV，小土豆又欠揍了！
坎特蕾拉：@北柚香Yuka  
珂莱塔，罗斯玛丽：@光影羽工作组  
坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ( ᑒ )ᐟ坎特蕾拉大人ᐠ("
108,假如星穹铁道里的角色也拍短视频【第40期】,火系背后的爹,673386,79311,0.1178,1640,10177,892,400,632,182,https://www.bilibili.com/video/BV1uVYCzuECs,BV1uVYCzuECs,"动作：我，好的_sir，トッポ

镜头：我，好的_sir，

模型：mihoyo，流云景，神帝宇，光间痕，MMD3DCGParts，香風杏，Byou白悠

小猫撒娇：BV1Jk8Qz6EnL

星，流萤唱歌音频制作：@ShadowVap"
109,第一视角帮余姚热情的美女安排一只烤全羊！,孟阿凯烤全羊,358999,42169,0.1175,760,3436,549,940,511,356,https://www.bilibili.com/video/BV1DdbEzZEr7,BV1DdbEzZEr7,第一视角帮余姚热情的美女安排一只烤全羊！
110,“ 翁法罗斯告诉我，为什么遗憾那么多...”,须賀圭介,1168128,136365,0.1167,54052,70164,7621,2319,15373,338,https://www.bilibili.com/video/BV1MDbvzTE2X,BV1MDbvzTE2X,"「你知道么？人往往只有在绝望和希望等量的时候，才会拼尽全力去做一件事。」
「这听起来并不浪漫。」
「开拓本就和浪漫无关——」
「——只有那些明知不可为而为之的，才是浪漫。」 

用爱发电的一期作品来了！视频有点长，希望喜欢星穹铁道的小伙伴能看完吧！
BGM【音乐名】: Cage <NTv> (feat.Tielle)
BGM【音乐人】:SawanoHiroyuki[nZk] (泽野弘之)
封面画师"
111,日媒登顶：南京照相馆“反日”，日本人非常不安,波士顿圆脸,285824,33314,0.1166,7360,3778,1127,3308,4981,697,https://www.bilibili.com/video/BV1NhegzkE6m,BV1NhegzkE6m,
112,超级困难生存!!!被寄生虫虐的最狠的一集!!!「天门接力畸变5」,六谷不吃羊肉串,465092,53787,0.1156,33415,16559,435,1980,4883,1478,https://www.bilibili.com/video/BV1Q1YtzwEng,BV1Q1YtzwEng,"大家喜欢接力视频的话可以多多点赞！！！
整合包作者@折木Them  

第一棒@夏天y  
第二棒@空空不秃  
第三棒@牛牛爱吃草丶  
第四棒@就是赵子龙  
第六棒@半城ccc  
大家可以都去点点关注！！！
第一次玩这个整合包 没做好攻略 抱歉了大伙！！！"
113,《红色高跟鞋》吉他弹唱，我说难听就真难听，别期待反转,恋爱大帝滕哥,209606,24018,0.1146,657,1005,55,360,150,75,https://www.bilibili.com/video/BV185Yez2EJM,BV185Yez2EJM,该怎么去形容你才贴切
114,来去跑刀（来去乞讨）表情包看简介,是子童和梓潼吖,445916,50974,0.1143,6021,21411,3668,621,223,132,https://www.bilibili.com/video/BV1BvbtzPE7E,BV1BvbtzPE7E,"表情包如下： 
通过网盘分享的文件：三角洲行动 萌萌哒（来去打工）
链接: https://pan.baidu.com/s/1ilznxrCxL8EP8-izOk8sRQ 提取码: qafi 
--来自百度网盘超级会员v1的分享

这期的背景是AI转成卡通版本的。
原模版来自 “包浆豆腐塔公版”，歌曲来自“来去打工”，本期新增 红狼 蚀金玫瑰+蛊 新皮肤+蛊 原皮+威龙 吴彦祖。"
115,油炸牛奶来了，表们,老廖很会吃,372032,42030,0.113,2903,2295,266,889,888,227,https://www.bilibili.com/video/BV1UMYtz4EgW,BV1UMYtz4EgW,油炸牛奶
116,他像是一头雄狮🦁在巡视自己的领地——新监管者台球手,凉哈皮,258862,29236,0.1129,5661,3289,1085,1104,671,542,https://www.bilibili.com/video/BV1UveNzYE5A,BV1UveNzYE5A,"基于共研服8月14日版本 正式服会有调整。时效性有限。
求三连！求弹幕！求评论！
跪求！"
117,第八十一集 第二层鬼屋,吃橙子不吐程子皮,92050,10387,0.1128,2302,1920,92,505,654,359,https://www.bilibili.com/video/BV1cjeuzAE3F,BV1cjeuzAE3F,"正在持续更新~
原著：诡异复苏我能联系过去
作者：燕雀大公子"
118,当了小猫妈，才发现记录是本能,苹果有点虎虎,128340,14433,0.1125,1148,1433,257,273,165,230,https://www.bilibili.com/video/BV1gNewztEe1,BV1gNewztEe1,-
119,长话短说憨豆哥要跟我回国咯！！！,西班牙陈挺,1095144,123166,0.1125,44806,13307,622,1985,3928,1105,https://www.bilibili.com/video/BV1VPtHzMEgv,BV1VPtHzMEgv,
120,梦到哪句说哪句,高斯Goh,1358218,152483,0.1123,76157,53422,3482,3712,57783,790,https://www.bilibili.com/video/BV162eczzETZ,BV162eczzETZ,"希望你喜欢这次的视频，这次玩的游戏叫做《伪人测试》
游戏的规则我们去掉了计分机制，更专注于瞎掰胡扯。
那么游戏的规则很简单：
首先，主持人会抽取一个问题进行提问
之后主持人闭上眼睛，大家根据问题决定是否成为伪人
成为伪人的玩家抽取一个词，之后回答问题的时候需要包含这个词
不成为伪人的人类玩家回答问题时没有任何限制
主持人听完回答后判断对方是伪人还是人类
猜对了就赢了，猜错了就输了

*回答问题的内"
121,掏箱底的年中爱用物分享！这些产品太无敌了…,宝剑嫂,74808,8362,0.1118,1563,1380,85,479,265,543,https://www.bilibili.com/video/BV1C6eAzHEhx,BV1C6eAzHEhx,6个我的挚爱，4个大数据推荐！希望大家看的爽！打算弄个一句话推荐一个产品一口气介绍超级多好物的视频不知道大家感不感兴趣！（所有产品从我真心爱用出发！基本都是使用感受分享！大家用过视频里的产品也可以评论或者弹幕理性讨论一下感受哦！理性！种草！）
122,弗雷尔卓德 创作工坊之飞鸽传书这一块～,弗雷尔卓德-杨辰,765153,85410,0.1116,2660,4688,5223,1100,450,100,https://www.bilibili.com/video/BV1FvYpzeECQ,BV1FvYpzeECQ,-
123,挑战翻拍不同地区的夏日电影感！这个夏天就要结束了对吧？你的夏天快乐吗？,李如儒也是李蠕蠕,1395089,155549,0.1115,7943,12801,855,882,1163,159,https://www.bilibili.com/video/BV1eRYszbECD,BV1eRYszbECD,-
124,2000元…这是我坐过“最贵的网约车”！,蔡蔡的vlog,510816,56957,0.1115,16287,2114,192,394,184,160,https://www.bilibili.com/video/BV1GDbEzAEVD,BV1GDbEzAEVD,-
125,《传奇耐杀王》,伤心欲茄222,2815978,313027,0.1112,14095,24553,21563,6659,5731,104,https://www.bilibili.com/video/BV1Cjbvz8EzH,BV1Cjbvz8EzH,这个素材看口型其实像ai 之前配过一个两把枪拼在一起射程翻倍的素材好像也出自这部剧 那段是原片 感觉都蛮颠的
126,孩子基础 爸爸就不基础,七颗猩猩QKXX,217729,24193,0.1111,1322,1639,412,544,613,213,https://www.bilibili.com/video/BV1YdegzsE16,BV1YdegzsE16,-
127,【受权发布】2024年美国侵犯人权报告,新华社,970735,107681,0.1109,29913,24929,14395,1590,1435,720,https://www.bilibili.com/video/BV1MjYCzTEh4,BV1MjYCzTEh4,"序言
一、美式民主：金权游戏的狂欢
二、民生福祉：底层民众的挣扎
三、种族主义：少数族裔的枷锁
四、脆弱群体：妇女儿童的无助
五、致命旅途：无证移民的悲歌
六、美式霸权：他国人权的梦魇
结语"
128,徒步大神雷殿生，下集，31天徒步1100公里穿越罗布泊,神秘园SMY,93273,10331,0.1108,3375,1833,228,766,1088,690,https://www.bilibili.com/video/BV1rqegzqE1u,BV1rqegzqE1u,雷殿生罗布泊穿越下期，被人称为死亡之海，历史上曾有许多探险者在这里遇险，比如近代比较有名的彭加木和余纯顺等，其他不知名的更是数不胜数。但在2008年10月份，雷殿生却准备将这里当做自己徒步中国的最后一站。
129,鹰角网络5年捐款超5千万，山区小孩写信感谢，这次你充的钱真回来找你了！,冥人塘,246682,27314,0.1107,759,1937,1705,1379,234,80,https://www.bilibili.com/video/BV1dZeczwEnA,BV1dZeczwEnA,-
130,曼波你身,林芷伊kiwi,1023085,112959,0.1104,16407,11880,9622,3378,1240,71,https://www.bilibili.com/video/BV18tYbzYESm,BV18tYbzYESm,"斥巨资购入一套诗歌剧cos服（厕所没空调，被热晕了！）
二创音乐原作者是@挥一挥衣秀"
131,10年前的，九三大阅兵，我是主旗手,老兵二棒,341961,37669,0.1102,1133,2165,199,460,173,202,https://www.bilibili.com/video/BV1JWYqzME1x,BV1JWYqzME1x,10年前的九三大阅兵，我是主旗手
132,红油钵钵鸡教程,添硕不熄火,211772,23253,0.1098,536,1923,161,208,287,290,https://www.bilibili.com/video/BV1FueAzCEwd,BV1FueAzCEwd,
133,【小品/配音】重辅与狙医,久城kazuya,224323,24628,0.1098,15296,6968,6898,1333,1091,923,https://www.bilibili.com/video/BV1NdYtzsEs1,BV1NdYtzsEs1,"一个新的灵感、新的尝试、新的吐槽，感谢号角鸽的倾情配音！
如果喜欢这个视频，记得三连啊！！！"
134,仅此一副！超夸张限定美甲大赛！,聂小倩她老板,174370,19092,0.1095,1508,1323,114,354,6675,1274,https://www.bilibili.com/video/BV1YcewzFEJN,BV1YcewzFEJN,
135,这牙膏怎么越刷沫越多啊,智勇双全富贵君,144096,15748,0.1093,1042,1241,311,418,818,112,https://www.bilibili.com/video/BV1vDegzZEyf,BV1vDegzZEyf,-
136,9600包的桃园，拉到市里去卖这把是赚还是亏呢？,李维刚的日常,2347079,256166,0.1091,78613,12352,3072,12781,14175,1124,https://www.bilibili.com/video/BV1o8YxzeEtM,BV1o8YxzeEtM,
137,凌晨4点睡不着，打电话给我弟，讨论如何养一只瓦雷莎,澜封璃,156895,16986,0.1083,1306,2258,1195,780,1162,2063,https://www.bilibili.com/video/BV1QjYszWEz1,BV1QjYszWEz1,-
138,花6000多网购集装箱绿房子，居然还真给爷爷住上了！,开箱嘤嘤怪,123038,13289,0.108,2467,1021,212,608,728,436,https://www.bilibili.com/video/BV1NdewzpE5u,BV1NdewzpE5u,
139,读研的20条保命小技巧！用过了，还活着,毕的二阶导,245777,26501,0.1078,3108,10318,1244,653,385,245,https://www.bilibili.com/video/BV1MXewzsEAN,BV1MXewzsEAN,"又快开学了！希望我的一些经验可以对大家的读研生活有一点点帮助！
也欢迎在评论区分享你的科研生涯~"
140,饮食的逻辑,吴彦祖秃顶版,194936,20905,0.1072,1396,711,1705,740,1446,194,https://www.bilibili.com/video/BV1pbYazbEzX,BV1pbYazbEzX,-
141,提前一秒做出预判，提前一秒挽留遗憾,老陳Old-Chen,742603,79028,0.1064,12769,16638,1482,1260,857,250,https://www.bilibili.com/video/BV1XSY1zHEm2,BV1XSY1zHEm2,做了很长时间，一定要看完啊，希望大家多多点赞投币收藏，这是我制作视频的动力!!!
142,高中牲的夜晚不寂寞,Alex大安,198214,21071,0.1063,556,2789,917,375,133,54,https://www.bilibili.com/video/BV19bYYz7EKN,BV19bYYz7EKN,-
143,你可能不认识我，但现在关注也不迟!,-陨风-,620656,65930,0.1062,4633,15863,499,618,2987,419,https://www.bilibili.com/video/BV1KUeFzJER8,BV1KUeFzJER8,"你可能不认识我，但现在关注我也不迟！还差281,752粉丝到1,000,000粉丝，冲冲冲！ ！ ！

非常感谢@豆浆不是笨蛋  的模组制作
感谢@零雾05_Fogg05  的材质包支持
感谢@stz1F_Stephen  @GNwork团队  的地图支持
真的特别感谢@云清Ciel  对视频画面拍摄的指导
感谢@浅衣Chiar  对视频的帮助
感谢@-陨风-  对视频策划、文案、拍摄、剪辑的帮助"
144,【TOP100】全年代术曲排行榜（2025年最新版）,小小佐仓千代,77590,8186,0.1055,3221,5172,604,831,3717,7526,https://www.bilibili.com/video/BV1SKewzdER7,BV1SKewzdER7,"欢迎观看【从零开始当术术人——术曲入门到精通到入土】系列课程

入门篇①：2007-2024每年一首最火术曲（BV1gw4m1Y7Ss）
入门篇②：全年代术曲排行榜TOP100（本视频）

基础篇①：2007-2010术曲全球榜TOP30（BV1hE4m1R7cQ）
基础篇②：2011-2015术曲全球榜TOP30（BV1aH4y1c75L）
基础篇③：2016-2020术曲全球榜TOP40（BV"
145,电影里的他们在看些什么电影,惜缘融剪辑,212363,22372,0.1053,1008,9846,224,169,47,73,https://www.bilibili.com/video/BV1S4eAzcEQo,BV1S4eAzcEQo,-
146,食品安全新闻解读,食品科学阿祖,162936,16966,0.1041,774,1286,207,1069,315,172,https://www.bilibili.com/video/BV1nneFzBEKZ,BV1nneFzBEKZ,
147,必须抓住观众的眼球,生姜蛋包饭,1659525,172097,0.1037,15634,43534,2018,823,1277,174,https://www.bilibili.com/video/BV1Gpbsz1EQh,BV1Gpbsz1EQh,"大家不仅可以看视频，还可以读简介！
———————————————————————————
求三连！求关注！求鼓励！求支持！求求了！求三连！求关注！求鼓励！求支持！求求了！求三连！求关注！求鼓励！求支持！求求了！求三连！求关注！求鼓励！求支持！求求了！求三连！求关注！求鼓励！求支持！求求了！求三连！求关注！求鼓励！求支持！求求了！三连我！关注我！鼓励我！支持我！求求了！三连我！关注我！鼓励我！支持"
148,找四个博主来剪辑同一段素材，看做出来的视频有什么区别？,清酒好可怜,139039,14407,0.1036,4489,2663,460,522,886,296,https://www.bilibili.com/video/BV1wKeNzWEda,BV1wKeNzWEda,-
149,【一数拔高】数形结合！函数必会技巧！,一数,873752,89837,0.1028,7107,19532,1954,2122,4219,4224,https://www.bilibili.com/video/BV1amYrzME21,BV1amYrzME21,"公众号：一数儿，免费分享学习资料~ 

﻿@一物儿﻿ 学习物理
@一化儿  学习化学
@一生儿  学习生物
@一英儿  学习英语
@一地er  学习地理
﻿@一高数﻿ 学习高数
﻿@学过石油的语文老师﻿ 学习语文
愿这份友谊长存！"
150,邓紫棋劝你别读博,馄饨皮茄总,861051,87639,0.1018,13970,14722,12806,1390,587,206,https://www.bilibili.com/video/BV1duYizZE5c,BV1duYizZE5c,"参考文献：
【1】邓紫棋.《来自天堂的魔鬼》新的心跳, 2015.
【2】邓紫棋. KKBOX风云榜颁奖典礼, 台北小巨蛋, 2020."
151,【S6五段赛】随机有用植物VS随机僵尸276-300冠中冠-决赛,MC-大麦,93177,9490,0.1018,7968,2716,497,4346,5468,1957,https://www.bilibili.com/video/BV1CkeczGENS,BV1CkeczGENS,
152,“治疗”离天下之大谱？美国窃取人体器官犯罪，能有多疯狂？,世界见闻录,101519,10329,0.1017,967,2241,309,653,811,1058,https://www.bilibili.com/video/BV1UBeTzuEWr,BV1UBeTzuEWr,"制作：见闻工作室
编委会：云汉 郭歆 柿子 王景兴 鸡蛋
监制：云汉 王景兴
总监：郭歆
主编：柿子 
常务副主编：鸡蛋
策划：云汉 郭歆 柿子 王景兴
文案：郭歆 柿子 
配音：柿子 
后期：毣板
编辑：鸡蛋

参考资料：
《纽约时报》《华尔街日报》《每日邮报》《环球时报》等综合报道"
153,【你知道试睡员这个职业吗】恐怖故事：试睡员,大口大口吃米饭,98152,9976,0.1016,1258,1575,163,805,703,341,https://www.bilibili.com/video/BV1F7eTz9EY3,BV1F7eTz9EY3,咦嘻嘻www
154,唱完坏女孩 还要去偷菜~,今天的纹纹,691242,70137,0.1015,4514,8035,4140,10191,649,128,https://www.bilibili.com/video/BV15aYWzsEnp,BV15aYWzsEnp,"翻唱自 徐良

 《坏女孩》
再次请神，开非！
加入了你们推荐的扣扣音效以及劣质麦克风，O(∩_∩)O哈哈~果然更上一层楼"
155,陈贝拉的魔毯漂流,边牧陈贝拉,240404,24390,0.1015,1210,871,1294,266,369,123,https://www.bilibili.com/video/BV1djeczFEG3,BV1djeczFEG3,-
156,“翻到了爸妈当年的结婚照”,摄影师乌鸦Jewey,825148,83228,0.1009,1210,10415,1567,754,131,14,https://www.bilibili.com/video/BV1jybrzvEn6,BV1jybrzvEn6,-
